sr_no,date,startup_name,industry_vertical,sub_vertical,city,investors_name,investment_type,amount_usd
2524,14-08-2015,VanityCube,On-Demand Beauty Services,,Delhi,Group of angel investors,Seed Funding,
2525,17-08-2015,Edu4Share,Exam Preparation Platform,,Delhi,Nalin Jain & other angel investors,Seed Funding,220000
2526,17-08-2015,YourStory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,
2527,17-08-2015,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000
2528,17-08-2015,Orobind,App based Fitness coaching,,Bangalore,Existing & New Investors,Private Equity,
2529,17-08-2015,Fixy,On demand cleaning & fixing services,,Mumbai,VentureNursery,Seed Funding,
2530,17-08-2015,MSM Box,Beauty & Lifestyle platform,,Delhi,Rohit Goel,Seed Funding,
2531,17-08-2015,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000
2532,17-08-2015,Gadgets 360,Car & Bike ecommerce platform,,Delhi,One97 Communications,Private Equity,
2533,18-08-2015,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,15000000
2534,18-08-2015,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000
2535,18-08-2015,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000
2536,18-08-2015,Twyst,Location based engagement & rewards platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,
2537,18-08-2015,IDfy,Online Identity Verification Services platform,,Mumbai,"NEA, Blume Ventures & others",Private Equity,
2538,18-08-2015,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,1000000
2539,19-08-2015,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Seed Funding,
2540,19-08-2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,2400000
2541,19-08-2015,Envoged,pre-owned Luxury online apparel seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,
2542,19-08-2015,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,20000000
2543,20-08-2015,LabsAdvisor,Online Diagnostic Tests Marketplace,,Delhi,Group of Angel Investors,Seed Funding,156000
2544,20-08-2015,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Funding,600000
2545,20-08-2015,Bluegape.com,Visual Blogging platform,,Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000
2546,21-08-2015,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000
2547,24-08-2015,Jolly Food Fellow,Food Customer analytics platform,,Ahmedabad,The 1947,Seed Funding,300000
2548,24-08-2015,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Funding,400000
2549,24-08-2015,iZofy,Scientific Horoscope Online Assistance platform,,Kolkata,Prime Capital Markets Ltd,Seed Funding,
2550,24-08-2015,rBus,Tech enabled AC bus service,,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,
2551,25-08-2015,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000
2552,25-08-2015,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000
2553,25-08-2015,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000
2554,25-08-2015,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,250000
2555,26-08-2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,Delhi,GHV Accelerator,Seed Funding,100000
2556,26-08-2015,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000
2557,26-08-2015,EzySolare,solar products and services marketplace,,Ahmedabad,Infuse Ventures,Seed Funding,
2558,26-08-2015,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,500000
2559,27-08-2015,InstaSafe,Private Cloud Networks SAAS platform,,Bangalore,Group of Investors,Seed Funding,
2560,27-08-2015,Eazy Coach,Education Marketplace,,Kolkata,Ravi Agarwal,Seed Funding,
2561,27-08-2015,Djubo.com,Cloud Based Hotel Sales Platform,,Delhi,Ibibo Group,Private Equity,
2562,28-08-2015,BetterButter.in,online recipe sharing platform,,Delhi,"Growx Ventures, Manish Singhal",Seed Funding,
2563,28-08-2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,2000000
2564,28-08-2015,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,160000
2565,29-08-2015,iamwire,Digital Media publishing platform,,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,
2566,31-08-2015,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000
2567,31-08-2015,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000
2568,31-08-2015,Infinite Analytics,Big Data & predictive Analysis Platform,,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,
2569,01-07-2015,Parcelled,Online Logistics Platform,,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,
2570,01-07-2015,Retigence Technologies,Business IT Intelligence Services,,Mumbai,Omnivore Partners,Private Equity,
2571,01-07-2015,Cloudcherry Analytics,CRM / Analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000
2572,01/07/015,HandyHome,Hyperlocal Electronics repair Service,,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,630000
2573,01-07-2015,iDreamCareer,Ed-Tech Platform,,Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,
2574,01-07-2015,Ola Cabs,Cab rental Mobile app,,Bangalore,Ratan Tata,Private Equity,
2575,01-07-2015,NxtGen,IT infrastructure & Data Center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000
2576,02-07-2015,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000
2577,02-07-2015,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,5000000
2578,02-07-2015,Zenatix,Internet of Things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000
2579,03-07-2015,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,6500000
2580,03-07-2015,Goqii,Mobile Fitness Marketplace,,Mumbai,Vijay Shekhar Sharma,Private Equity,
2581,03-07-2015,Gingercrush,Custom Merchandize platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000
2582,04-07-2015,Elanic,P2P Pre-owned goods marketplace,,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,
2583,04-07-2015,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000
2584,05-07-2015,Urban Tailor,Online Tailoring Services,,Bangalore,Group of angel investors,Seed Funding,
2585,06-07-2015,ConfirmtTkt,Rail Ticket Confirmation predictor,,Bangalore,Pravin Agarwala & others,Seed Funding,
2586,06-07-2015,Paper Boat,Ethnic Beverages manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000
2587,06-07-2015,getNow,Hyperlocal Goods marketplace,,Nagpur,Atulya Mittal,Seed Funding,
2588,07-07-2015,Wudstay,Budget Accommodation aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000
2589,07-07-2015,Liases Foras,Real Estate Rating & Analysis,,Delhi,DMG information Asia Pacific,Private Equity,5000000
2590,07-07-2015,Eatlo,Food Delivery platform,,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,
2591,07-07-2015,IndiaLends,Financial Tech,,Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,
2592,08-07-2015,Quinto,Food Discovery App,,Pune,Jaydeep Barman,Seed Funding,
2593,08-07-2015,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000
2594,08-07-2015,Flytxt,Big Data & Analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000
2595,08-07-2015,Axtria,Big Data & Analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000
2596,08-07-2015,33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Seed Funding,20000
2597,08-07-2015,Ampere,Electric Scooter manufacturer,,Coimbatore,Ratan Tata,Seed Funding,
2598,08-07-2015,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Seed Funding,470000
2599,08-07-2015,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,7500000
2600,08-07-2015,Lendingkart,Online Finance lending platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000
2601,08-07-2015,Lybrate,Healthcare Mobile App,,Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000
2602,08-07-2015,Zoomcar,Self-driven vehicle rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000
2603,09-07-2015,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,,\\xc2\\xa0Noida,\\xc2\\xa0Tiger Global,Private Equity,
2604,09-07-2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,,\\xc2\\xa0Bangalore,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,
2605,09-07-2015,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,,\\xc2\\xa0Gurgaon,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,
2606,09-07-2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,,\\xc2\\xa0New Delhi,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,
2607,\\xc2\\xa010/7/2015,\\xc2\\xa0Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,,\\xc2\\xa0New Delhi,\\xc2\\xa0Indian Angel Network,Seed Funding,
2608,10-07-2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,,\\xc2\\xa0Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,
2609,10-07-2015,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,,\\xc2\\xa0Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,
2610,13-07-2015,\\xc2\\xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,,\\xc2\\xa0Gurgaon,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,
2611,13-07-2015,\\xc2\\xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,,\\xc2\\xa0New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,
2612,13-07-2015,\\xc2\\xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,,\\xc2\\xa0Gurgaon,\\xc2\\xa0Palaash Ventures,Seed Funding,
2613,14-07-2015,MySmartPrice,Online comparison engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000
2614,14-07-2015,Zenify,Residential Rental management platform,,Bangalore,Atul Jalan,Seed Funding,
2615,14-07-2015,Boxmyspace,Physical Storage warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000
2616,14-07-2015,HackerRank,Tech Recruitment platform,,Bangalore,HR Technology fund,Private Equity,7500000
2617,14-07-2015,WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Seed Funding,790000
2618,14-07-2015,WoWexpress,Tech enabled logistics platform,,Mumbai,Tamarind Family Private Trust,Seed Funding,500000
2619,15-07-2015,Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000
2620,15-07-2015,Mobikon,Restaurant customer engagement platform,,Pune,Jungle Ventures,Private Equity,2300000
2621,15-07-2015,InstaLively.com,Live video streaming app,,Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,
2622,15-07-2015,Roadrunnr,Hyper local logistics platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000
2623,16-07-2015,Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000
2624,17-07-2015,QuikWallet,F&B sector Mobile Payment platform,,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000
2625,17-07-2015,Omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000
2626,20-07-2015,Zo Rooms,Online budget hotel chain,,Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000
2627,20-07-2015,Innoviti,Payment Solutions platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000
2628,21-07-2015,ZenRadius,Online Hiring Platform,,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,
2629,21-07-2015,Joy by nature,Organic Food ecommerce,,Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000
2630,22-07-2015,Iqlect,Big Data & Analytics platform,,Bangalore,Exfinity Venture Partners,Private Equity,2000000
2631,22-07-2015,deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Equity,30000000
2632,23-07-2015,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000
2633,23-07-2015,Mswipe,Mobile Point of Sale payment solution,,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000
2634,23-07-2015,Myonsto,Online Grocers,,Ahmedabad,Jayant Bokadia,Seed Funding,320000
2635,23-07-2015,iCrushiFlush,Casual Dating App,,Mumbai,IDG Ventures India,Seed Funding,
2636,23-07-2015,MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Equity,20000000
2637,23-07-2015,HolidayIQ,Travel information portal,,Bangalore,MakeMyTrip,Private Equity,15000000
2638,23-07-2015,Fitternity,Fitness Marketplace,,Mumbai,Exfinity Venture Partners,Private Equity,1000000
2639,23-07-2015,Quikr,Online & Mobile classified listings,,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000
2640,23-07-2015,JetSetGo,Private Jet/ Helicopter Marketplace,,Delhi,YourWeCan Ventures,Seed Funding,
2641,24-07-2015,BroEx,Real Estate Broker network App,,Gurgaon,Lightspeed India,Private Equity,1000000
2642,25-07-2015,Shopatplaces,Ethnic/ Traditional Fashion Store,,Delhi,Indian Angel Network,Seed Funding,
2643,25-07-2015,CredR,Used Bikes Marketplace,,Mumbai,Fidelity Growth Partners,Private Equity,15000000
2644,27-07-2015,ManageMySpa,Spa & Salon Management Software,,Hyderabad,Accel Partners,Private Equity,6000000
2645,27-07-2015,Townrush,B2B logistics delivery platform,,Bangalore,Lightspeed Venture Partners,Seed Funding,
2646,27-07-2015,Locus,Logistics Automation Platform,,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,
2647,27-07-2015,Bevy,Online Hiring Platform,,Bangalore,Varun Agarwal & Others,Seed Funding,
2648,28-07-2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000
2649,28-07-2015,Flipkart.com,Online Marketplace,,Bangalore,Steadview Capital and existing investors,Private Equity,700000000
2650,28-07-2015,Opinio,Hyperlocal food & grocery store,,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000
2651,28-07-2015,Zoctr,Health-Tech platform,,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000
2652,29-07-2015,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,2000000
2653,29-07-2015,trueHb,Medical Tech Instruments,,Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000
2654,29-07-2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,50000000
2655,29-07-2015,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Equity,1200000
2656,30-07-2015,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Equity,600000
2657,30-07-2015,Pragmatix,Business intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000
2658,30-07-2015,Droom.in,Used Vehicle Marketplace,,Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000
2659,30-07-2015,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000
2660,30-07-2015,Noodle Play,Chinese food delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000
2661,30-07-2015,Wassup,On-Demand Laundry & Dry cleaning App,,Chennai,B S Nagesh,Private Equity,
2662,30-07-2015,Cartisan,On-Demand Car services App,,Bangalore,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,
2663,31-07-2015,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000
2664,31-07-2015,TripFactory,Online Curated Holiday package bookings,,Bangalore,"Aarin Capital Partners,",Private Equity,
2665,31-07-2015,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Equity,2000000
2666,31-07-2015,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Equity,5000000
2667,01-06-2015,Vyomo,Beauty and Wellness Platform,,Delhi,Aprameya Radhakrishna,Seed Funding,
2668,01-06-2015,Veeba Foods,Healthy Food Manufacturer,,Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000
2669,01-06-2015,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000
2670,01-06-2015,Meritnation,Online Learning Platform,,Delhi,InfoEdge,Private Equity,4000000
2671,01-06-2015,Eattreatonline,Healthy Food Online Community,,Delhi,Group of 15 Angel Investors,Seed Funding,350000
2672,01-06-2015,CredR,Used two-wheeler Marketplace,,Mumbai,GrowthStory,Seed Funding,
2673,01-06-2015,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000
2674,01-06-2015,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,550000
2675,01-06-2015,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Seed Funding,500000
